,cut,clarity,price,color
40831,Very Good,VS2,1172,G
40833,Very Good,VS2,1172,J
40838,Premium,SI1,1172,H
40841,Very Good,SI1,1173,I
40845,Premium,VS2,1173,E
40846,Premium,VS2,1173,E
40855,Very Good,SI1,1174,D
40863,Very Good,SI1,1175,I
40864,Very Good,SI1,1175,H
40875,Very Good,VS2,1176,I
40880,Very Good,SI1,1176,I
40884,Premium,VS2,1176,J
40887,Premium,SI1,1176,G
40899,Very Good,VS2,1178,H
40904,Very Good,VS2,1178,H
40906,Very Good,VS2,1179,J
40908,Very Good,SI1,1179,H
40921,Very Good,SI1,499,E
40944,Very Good,VS2,500,F
40945,Very Good,VS2,500,F
40962,Premium,VS2,1179,I
40965,Premium,SI1,1179,F
40966,Very Good,SI1,1180,I
40993,Premium,SI1,1181,J
40997,Very Good,SI1,1181,H
41022,Very Good,SI1,1187,G
41023,Very Good,SI1,1187,G
41024,Very Good,SI1,1187,G
41049,Premium,SI1,1188,J
41053,Very Good,SI1,1189,H
41056,Very Good,VS2,1190,H
41058,Very Good,VS2,1190,I
41059,Very Good,SI1,1190,D
41065,Premium,SI1,1191,F
41095,Premium,SI1,1193,H
41104,Very Good,VS2,1194,E
41114,Premium,SI1,1195,H
41133,Very Good,SI1,1197,G
41135,Very Good,SI1,1197,G
41136,Very Good,SI1,1197,G
41139,Very Good,SI1,1197,F
41140,Very Good,SI1,1197,G
41141,Very Good,SI1,1197,H
41142,Very Good,SI1,1197,G
41144,Very Good,SI1,1197,G
41146,Very Good,SI1,1197,F
41152,Very Good,VS2,1198,G
41187,Very Good,SI1,1202,G
41188,Premium,VS2,1202,H
41196,Very Good,SI1,1203,F
41211,Premium,SI1,1206,G
41239,Very Good,VS2,1207,J
41241,Premium,VS2,1208,E
41249,Very Good,VS2,1209,H
41250,Very Good,SI1,500,F
41252,Very Good,SI1,500,F
41253,Very Good,SI1,500,F
41255,Very Good,SI1,500,F
41257,Very Good,SI1,500,F
41258,Premium,SI1,500,F
41284,Premium,VS2,1209,I
41309,Very Good,SI1,1213,F
41316,Very Good,SI1,1214,F
41317,Very Good,SI1,1214,G
41336,Premium,SI1,1215,D
41348,Premium,SI1,1217,I
41351,Premium,SI1,1218,H
41357,Premium,SI1,1219,H
41358,Very Good,SI1,1219,G
41359,Very Good,SI1,1219,H
41361,Premium,SI1,1219,H
41362,Very Good,SI1,1219,H
41365,Premium,SI1,1219,H
41367,Very Good,SI1,1220,F
41369,Very Good,SI1,1220,G
41372,Very Good,SI1,1220,G
41373,Premium,SI1,1220,G
41393,Very Good,SI1,1222,E
41403,Very Good,VS2,1224,I
41408,Premium,VS2,1225,G
41411,Very Good,VS2,1226,F
41418,Premium,SI1,1226,G
41421,Very Good,SI1,1227,F
41425,Very Good,SI1,1227,H
41459,Very Good,SI1,1230,H
41474,Very Good,SI1,1231,D
41475,Premium,SI1,1231,F
41478,Premium,VS2,1232,J
41479,Very Good,VS2,1232,J
41480,Very Good,SI1,1232,G
41499,Premium,VS2,1233,J
41504,Premium,VS2,1234,D
41509,Very Good,SI1,1235,H
41518,Very Good,VS2,1235,I
41545,Premium,SI1,1235,D
41554,Very Good,SI1,1237,G
41555,Very Good,SI1,1237,G
41556,Very Good,SI1,1237,G
41557,Very Good,SI1,1237,G
41558,Very Good,SI1,1237,D
41559,Premium,SI1,1237,F
41564,Premium,SI1,1237,E
41565,Very Good,SI1,1237,D
41566,Premium,SI1,1238,E
41567,Premium,SI1,1238,F
41577,Premium,SI1,1238,E
41578,Very Good,SI1,1238,E
41584,Very Good,SI1,388,I
41585,Very Good,SI1,389,H
41589,Very Good,SI1,389,J
41603,Very Good,SI1,393,H
41605,Very Good,VS2,393,J
41607,Premium,VS2,393,J
41608,Premium,VS2,393,J
41632,Very Good,SI1,504,H
41635,Premium,VS2,504,J
41637,Premium,VS2,504,J
41638,Premium,VS2,504,J
41652,Very Good,SI1,1239,H
41653,Very Good,SI1,1239,H
41654,Very Good,SI1,1239,H
41658,Very Good,SI1,1239,H
41679,Very Good,SI1,1240,H
41681,Premium,SI1,1240,H
41695,Premium,VS2,1240,G
41696,Very Good,SI1,1241,G
41697,Premium,SI1,1241,G
41704,Premium,SI1,1242,H
41708,Very Good,SI1,1243,G
41710,Very Good,VS2,1243,E
41743,Very Good,SI1,1244,F
41749,Very Good,SI1,1244,G
41750,Very Good,SI1,1244,G
41751,Very Good,SI1,1244,F
41752,Premium,SI1,1244,F
41757,Very Good,VS2,1245,E
41780,Premium,SI1,1247,H
41784,Very Good,SI1,1248,H
41789,Premium,SI1,1249,G
41793,Premium,SI1,1249,G
41794,Premium,SI1,1249,G
41800,Very Good,SI1,1250,F
41801,Very Good,SI1,1250,F
41802,Very Good,SI1,1250,F
41803,Very Good,SI1,1250,F
41804,Very Good,SI1,1250,F
41805,Premium,SI1,1250,G
41806,Premium,SI1,1250,F
41823,Premium,SI1,1250,H
41824,Very Good,VS2,1251,H
41825,Very Good,VS2,1251,F
41832,Premium,SI1,1253,G
41835,Premium,VS2,1253,J
41846,Very Good,SI1,1255,F
41855,Premium,SI1,1255,G
41859,Very Good,SI1,1257,I
41860,Very Good,VS2,1257,J
41874,Very Good,SI1,1257,D
41879,Premium,SI1,1257,F
41880,Very Good,VS2,1258,F
41896,Very Good,SI1,1260,F
41901,Very Good,VS2,1261,J
41902,Very Good,SI1,1261,F
41903,Very Good,SI1,1261,F
41904,Very Good,SI1,1261,G
41905,Very Good,SI1,1261,G
41906,Very Good,SI1,1261,G
41911,Premium,VS2,1261,F
41913,Very Good,VS2,1262,J
41914,Very Good,VS2,1262,H
41915,Very Good,SI1,1262,H
41922,Very Good,VS2,1262,D
41944,Premium,SI1,504,H
41945,Very Good,SI1,504,H
42000,Premium,SI1,1265,H
42001,Very Good,SI1,1265,F
42005,Premium,SI1,1265,H
42009,Premium,SI1,1265,H
42011,Very Good,VS2,1266,J
42018,Premium,SI1,1266,F
42019,Very Good,VS2,1267,I
42020,Very Good,VS2,1267,E
42021,Very Good,SI1,1267,F
42022,Very Good,SI1,1267,F
42023,Very Good,SI1,1267,G
42024,Very Good,SI1,1267,G
42025,Very Good,SI1,1267,G
42035,Premium,SI1,1268,G
42036,Very Good,SI1,1268,F
42046,Very Good,VS2,1268,H
42051,Premium,VS2,1270,H
42053,Very Good,SI1,1270,H
42061,Very Good,SI1,1271,F
42062,Very Good,SI1,1271,F
42069,Premium,SI1,1272,D
42070,Very Good,VS2,1272,F
42077,Very Good,VS2,1273,F
42079,Very Good,SI1,1273,G
42081,Premium,SI1,1273,G
42082,Premium,SI1,1273,G
42092,Premium,SI1,1274,H
42100,Premium,SI1,1274,F
42105,Very Good,SI1,1276,E
42116,Very Good,SI1,1279,E
42118,Very Good,SI1,1279,E
42128,Premium,VS2,1279,F
42132,Premium,SI1,1279,D
42133,Premium,SI1,1279,D
42139,Premium,SI1,1280,F
42142,Premium,SI1,1280,G
42143,Very Good,SI1,1281,E
42146,Premium,SI1,1281,G
42148,Premium,SI1,1282,F
42155,Very Good,SI1,1283,H
42156,Very Good,SI1,1284,F
42157,Very Good,SI1,1284,E
42158,Very Good,SI1,1284,E
42159,Very Good,SI1,1284,E
42165,Premium,SI1,1284,D
42179,Premium,SI1,1286,G
42180,Premium,SI1,1286,G
42181,Premium,SI1,1286,G
42182,Very Good,SI1,1286,H
42183,Premium,SI1,1286,H
42186,Very Good,SI1,1286,G
42188,Premium,SI1,1286,G
42189,Premium,SI1,1286,F
42190,Premium,SI1,1286,F
42192,Premium,SI1,1286,F
42194,Premium,SI1,1286,G
42195,Very Good,VS2,1287,J
42199,Premium,SI1,1287,G
42204,Very Good,SI1,1289,E
42207,Very Good,VS2,1289,H
42232,Very Good,SI1,1291,F
42239,Very Good,SI1,1292,G
42251,Very Good,SI1,1293,E
42252,Very Good,SI1,1293,E
42268,Premium,VS2,1294,F
42269,Premium,VS2,1294,F
42278,Very Good,SI1,505,G
42289,Premium,VS2,505,H
42290,Premium,VS2,505,H
42292,Very Good,SI1,505,H
42295,Very Good,VS2,505,H
42298,Premium,VS2,505,H
42299,Very Good,VS2,505,H
42304,Very Good,SI1,1295,F
42338,Very Good,SI1,1298,F
42358,Very Good,VS2,1302,H
42359,Premium,VS2,1302,E
42364,Premium,SI1,1303,E
42366,Very Good,SI1,1304,E
42367,Very Good,SI1,1304,E
42369,Premium,SI1,1304,G
42378,Very Good,SI1,1305,E
42389,Premium,SI1,1306,G
42395,Premium,SI1,1307,E
42397,Very Good,SI1,1308,F
42398,Premium,SI1,1308,F
42404,Premium,VS2,1308,I
42405,Very Good,SI1,1309,H
42406,Premium,SI1,1309,H
42412,Very Good,VS2,1311,F
42413,Very Good,VS2,1311,D
42414,Very Good,SI1,1311,G
42415,Very Good,SI1,1311,G
42420,Premium,SI1,1312,G
42421,Premium,SI1,1312,G
42425,Very Good,SI1,1312,F
42431,Very Good,SI1,1314,F
42442,Premium,SI1,1314,E
42443,Premium,VS2,1314,I
42444,Very Good,SI1,1315,E
42455,Very Good,SI1,1316,F
42456,Premium,SI1,1316,E
42458,Premium,SI1,1316,E
42460,Very Good,SI1,1316,E
42462,Very Good,SI1,1316,E
42464,Very Good,SI1,1316,E
42465,Premium,SI1,1316,G
42466,Premium,SI1,1316,E
42468,Very Good,SI1,1316,G
42471,Very Good,VS2,1317,I
42475,Very Good,SI1,1318,E
42476,Very Good,SI1,1318,E
42477,Very Good,SI1,1318,D
42493,Very Good,VS2,1320,E
42494,Very Good,VS2,1320,E
42495,Very Good,SI1,1320,F
42496,Very Good,SI1,1320,F
42497,Very Good,SI1,1320,E
42502,Very Good,VS2,1321,D
42503,Premium,SI1,1321,G
42504,Premium,SI1,1321,G
42506,Very Good,SI1,1322,F
42507,Very Good,SI1,1322,F
42513,Very Good,SI1,1323,D
42514,Premium,VS2,1323,E
42540,Premium,VS2,1323,F
42542,Premium,SI1,1323,F
42543,Premium,SI1,1324,F
42550,Very Good,SI1,1326,F
42551,Very Good,SI1,1326,E
42553,Very Good,VS2,1326,D
42564,Very Good,VS2,1327,H
42575,Very Good,VS2,1328,H
42582,Very Good,SI1,1330,E
42585,Very Good,SI1,1330,E
42589,Premium,SI1,1330,F
42591,Very Good,SI1,1331,E
42592,Very Good,SI1,1331,E
42593,Very Good,SI1,1331,E
42600,Premium,VS2,505,H
42605,Premium,VS2,505,H
42608,Very Good,VS2,505,H
42611,Very Good,VS2,505,H
42612,Premium,VS2,505,I
42618,Premium,VS2,505,H
42621,Very Good,VS2,505,H
42622,Very Good,VS2,505,G
42623,Premium,VS2,505,H
42624,Very Good,VS2,505,H
42626,Premium,VS2,505,H
42627,Very Good,VS2,505,H
42632,Premium,SI1,1332,H
42633,Premium,SI1,1332,H
42634,Premium,SI1,1332,H
42635,Very Good,SI1,1332,H
42642,Premium,SI1,1332,F
42644,Premium,VS2,1332,H
42657,Very Good,VS2,1333,F
42674,Premium,VS2,1335,G
42676,Very Good,VS2,1336,D
42677,Very Good,SI1,1336,G
42680,Very Good,VS2,1336,G
42682,Very Good,VS2,1337,H
42683,Very Good,VS2,1337,H
42684,Very Good,VS2,1337,H
42685,Very Good,SI1,1337,E
42686,Very Good,SI1,1337,D
42694,Very Good,VS2,1338,H
42697,Premium,SI1,1338,F
42698,Very Good,SI1,1338,G
42700,Very Good,SI1,1338,G
42701,Premium,SI1,1338,G
42702,Premium,SI1,1338,G
42704,Premium,SI1,1338,F
42705,Very Good,SI1,1338,F
42708,Very Good,SI1,1340,G
42709,Premium,SI1,1340,G
42711,Very Good,SI1,1340,G
42718,Very Good,SI1,1340,E
42719,Premium,SI1,1340,E
42720,Premium,SI1,1340,G
42724,Premium,SI1,1341,H
42730,Very Good,SI1,1343,G
42731,Very Good,SI1,1343,E
42732,Very Good,SI1,1343,E
42736,Very Good,SI1,1343,E
42740,Very Good,SI1,1343,E
42744,Premium,SI1,1343,E
42747,Premium,VS2,1343,G
42749,Very Good,VS2,1343,G
42756,Premium,SI1,1344,D
42757,Very Good,VS2,1345,E
42760,Very Good,VS2,1345,F
42762,Premium,SI1,1345,G
42763,Very Good,SI1,1346,F
42764,Very Good,SI1,1346,F
42770,Premium,SI1,1348,J
42776,Premium,SI1,1348,E
42777,Very Good,VS2,1349,H
42778,Very Good,SI1,1349,E
42784,Premium,SI1,1349,F
42786,Premium,SI1,1349,F
42797,Very Good,VS2,1351,G
42798,Very Good,VS2,1351,G
42799,Very Good,SI1,1351,E
42802,Premium,VS2,1351,E
42813,Very Good,SI1,1354,F
42814,Very Good,SI1,1354,D
42815,Very Good,SI1,1354,D
42816,Very Good,SI1,1354,E
42817,Premium,VS2,1354,G
42818,Very Good,VS2,1354,G
42824,Premium,SI1,1354,F
42829,Premium,SI1,1355,G
42830,Very Good,SI1,1356,F
42831,Very Good,SI1,1356,I
42857,Premium,SI1,1356,G
42858,Premium,VS2,1356,H
42859,Premium,SI1,1356,E
42860,Very Good,VS2,1357,F
42861,Very Good,SI1,1357,E
42865,Very Good,SI1,1358,E
42878,Very Good,SI1,1359,F
42881,Premium,SI1,1359,F
42894,Premium,VS2,1359,H
42897,Very Good,SI1,1361,G
42898,Premium,SI1,1361,E
42908,Very Good,SI1,1363,E
42909,Premium,VS2,1363,H
42920,Premium,SI1,1363,D
42922,Premium,SI1,1363,G
42928,Very Good,SI1,1364,F
42930,Premium,VS2,505,H
42932,Premium,VS2,505,H
42933,Very Good,VS2,505,H
42934,Very Good,VS2,505,I
42942,Premium,SI1,506,I
42943,Premium,SI1,506,I
42967,Very Good,SI1,1367,G
42990,Very Good,SI1,1368,F
43002,Premium,SI1,1369,E
43003,Very Good,SI1,1369,E
43004,Very Good,VS2,1369,G
43005,Very Good,VS2,1369,G
43006,Very Good,SI1,1369,E
43008,Very Good,SI1,1369,G
43009,Premium,SI1,1369,F
43012,Very Good,SI1,1370,F
43013,Very Good,SI1,1370,F
43014,Very Good,SI1,1370,F
43020,Premium,SI1,1370,F
43029,Very Good,SI1,1373,F
43030,Very Good,VS2,1373,G
43032,Very Good,SI1,1374,F
43034,Premium,SI1,1374,F
43040,Premium,SI1,1374,E
43041,Very Good,SI1,1374,E
43042,Very Good,SI1,1374,E
43046,Premium,SI1,1375,E
43048,Very Good,SI1,1376,F
43049,Very Good,SI1,1376,D
43050,Premium,SI1,1376,D
43067,Premium,SI1,1377,G
43068,Very Good,VS2,1378,I
43071,Premium,VS2,1378,I
43072,Very Good,VS2,1378,D
43073,Very Good,SI1,1378,D
43074,Very Good,SI1,1378,H
43078,Premium,SI1,1378,F
43082,Very Good,SI1,1379,G
43083,Very Good,SI1,1379,E
43084,Very Good,SI1,1380,D
43086,Very Good,SI1,1381,E
43087,Premium,SI1,1381,E
43090,Premium,VS2,1381,G
43092,Very Good,SI1,1382,E
43094,Premium,SI1,1382,H
43095,Premium,SI1,1382,G
43115,Very Good,VS2,1385,H
43124,Very Good,SI1,1386,E
43125,Very Good,VS2,1386,E
43127,Very Good,VS2,1387,H
43129,Very Good,SI1,1387,D
43130,Premium,SI1,1387,E
43131,Premium,VS2,1387,H
43135,Very Good,SI1,1388,G
43142,Premium,VS2,1388,D
43143,Very Good,VS2,1389,H
43144,Very Good,VS2,1389,H
43145,Very Good,SI1,1389,E
43146,Very Good,SI1,1389,E
43147,Very Good,SI1,1389,E
43156,Premium,SI1,1389,G
43157,Very Good,SI1,1389,G
43159,Very Good,SI1,1389,F
43168,Premium,VS2,1389,H
43170,Premium,VS2,1389,H
43171,Premium,SI1,1389,G
43174,Premium,SI1,1389,G
43175,Very Good,SI1,1390,I
43181,Very Good,VS2,1391,I
43182,Very Good,VS2,1392,I
43183,Very Good,SI1,1392,G
43184,Very Good,SI1,1392,G
43185,Very Good,SI1,1392,G
43188,Very Good,VS2,1393,E
43192,Very Good,SI1,1393,G
43197,Premium,VS2,1395,F
43199,Very Good,SI1,1395,E
43201,Premium,SI1,1395,E
43202,Very Good,SI1,1395,D
43210,Very Good,VS2,1396,F
43211,Very Good,VS2,1397,G
43212,Very Good,SI1,1397,E
43232,Very Good,VS2,1397,E
43236,Very Good,SI1,1398,D
43237,Very Good,SI1,1399,G
43240,Premium,SI1,1399,D
43241,Very Good,SI1,1400,E
43264,Premium,SI1,506,I
43265,Premium,SI1,506,I
43268,Premium,SI1,506,I
43269,Premium,SI1,506,I
43271,Very Good,SI1,506,I
43272,Very Good,SI1,506,I
43273,Very Good,SI1,506,I
43274,Very Good,SI1,506,I
43284,Very Good,SI1,507,D
43291,Very Good,SI1,1401,F
43292,Very Good,SI1,1401,F
43303,Very Good,VS2,1401,I
43305,Very Good,VS2,1402,I
43306,Very Good,VS2,1402,F
43307,Very Good,SI1,1402,H
43308,Very Good,SI1,1402,H
43309,Premium,VS2,1402,F
43310,Premium,VS2,1402,F
43318,Premium,SI1,1402,E
43319,Premium,SI1,1402,E
43320,Very Good,SI1,1402,E
43323,Very Good,SI1,1403,D
43324,Very Good,SI1,1403,F
43326,Very Good,VS2,1404,F
43327,Very Good,SI1,1404,F
43328,Very Good,SI1,1404,G
43337,Very Good,SI1,1406,E
43340,Premium,SI1,1406,F
43341,Premium,SI1,1406,F
43345,Premium,SI1,1406,E
43350,Very Good,VS2,1407,E
43356,Premium,SI1,1407,E
43357,Very Good,SI1,1408,G
43358,Very Good,SI1,1408,G
43359,Very Good,SI1,1408,G
43360,Very Good,SI1,1408,E
43362,Very Good,VS2,1408,I
43363,Very Good,VS2,1408,G
43365,Very Good,SI1,1408,D
43377,Premium,SI1,1409,F
43378,Premium,SI1,1410,F
43383,Premium,SI1,1410,E
43386,Very Good,SI1,1410,F
43397,Very Good,VS2,1411,H
43399,Premium,SI1,1412,F
43400,Very Good,SI1,1412,G
43401,Very Good,SI1,1412,F
43412,Premium,VS2,1412,H
43420,Very Good,VS2,1414,H
43422,Premium,VS2,1414,H
43426,Very Good,SI1,1415,E
43427,Very Good,SI1,1415,D
43428,Very Good,SI1,1415,D
43429,Very Good,SI1,1415,D
43430,Very Good,SI1,1415,D
43437,Premium,SI1,1415,G
43439,Premium,SI1,1415,F
43442,Premium,SI1,1415,E
43443,Premium,SI1,1415,E
43444,Premium,SI1,1415,E
43445,Premium,SI1,1415,E
43446,Premium,SI1,1415,E
43449,Premium,SI1,1415,E
43450,Very Good,SI1,1415,E
43451,Very Good,SI1,1415,E
43453,Very Good,SI1,1415,E
43454,Premium,VS2,1415,G
43455,Premium,SI1,1415,E
43456,Premium,VS2,1415,G
43458,Very Good,VS2,1417,G
43460,Very Good,SI1,1417,E
43461,Very Good,VS2,1417,F
43477,Very Good,SI1,1420,D
43478,Premium,VS2,1420,E
43479,Premium,VS2,1420,E
43481,Premium,VS2,1420,E
43487,Premium,SI1,1421,F
43490,Premium,SI1,1421,F
43491,Premium,SI1,1421,F
43492,Premium,SI1,1421,F
43493,Premium,VS2,1422,G
43496,Premium,SI1,1422,E
43508,Very Good,VS2,1423,G
43509,Very Good,VS2,1423,G
43510,Very Good,VS2,1423,G
43512,Very Good,VS2,1423,F
43515,Very Good,SI1,1424,F
43516,Very Good,SI1,1424,E
43522,Very Good,SI1,1425,F
43523,Very Good,SI1,1425,D
43528,Very Good,VS2,1426,E
43543,Premium,SI1,1428,F
43546,Premium,SI1,1428,F
43547,Premium,VS2,1428,H
43549,Very Good,SI1,1429,D
43558,Premium,SI1,1429,E
43582,Premium,VS2,1431,D
43586,Very Good,SI1,1432,E
43587,Premium,VS2,1432,H
43601,Very Good,SI1,507,E
43605,Very Good,SI1,507,E
43607,Premium,SI1,507,G
43608,Very Good,SI1,507,G
43613,Very Good,SI1,507,E
43616,Very Good,SI1,507,G
43622,Very Good,SI1,1433,G
43639,Premium,VS2,1433,F
43641,Premium,VS2,1433,F
43645,Premium,SI1,1433,D
43646,Premium,SI1,1433,H
43656,Premium,VS2,1435,G
43658,Very Good,VS2,1436,F
43661,Premium,SI1,1436,F
43662,Very Good,SI1,1436,D
43664,Very Good,SI1,1436,D
43666,Very Good,SI1,1436,D
43670,Very Good,VS2,1436,F
43671,Premium,SI1,1436,D
43672,Very Good,SI1,1436,D
43673,Very Good,SI1,1436,D
43674,Very Good,VS2,1436,F
43675,Very Good,SI1,1436,D
43677,Premium,VS2,1436,F
43678,Very Good,VS2,1436,F
43680,Very Good,SI1,1436,F
43682,Premium,VS2,1436,F
43685,Very Good,SI1,1436,D
43689,Very Good,SI1,1436,D
43690,Very Good,VS2,1436,F
43692,Very Good,SI1,1436,D
43693,Premium,VS2,1436,F
43694,Very Good,VS2,1436,F
43695,Premium,VS2,1436,F
43698,Very Good,SI1,1436,D
43700,Very Good,VS2,1436,F
43701,Very Good,VS2,1436,F
43702,Very Good,VS2,1436,H
43709,Premium,SI1,1437,G
43717,Very Good,SI1,1437,D
43718,Very Good,SI1,1438,E
43719,Very Good,VS2,1438,G
43720,Very Good,VS2,1438,G
43723,Very Good,VS2,1438,G
43724,Very Good,VS2,1438,G
43725,Very Good,VS2,1438,G
43727,Very Good,VS2,1438,G
43730,Very Good,VS2,1438,G
43734,Very Good,SI1,1438,E
43735,Very Good,VS2,1438,G
43736,Very Good,VS2,1438,G
43737,Very Good,SI1,1438,E
43738,Very Good,SI1,1438,E
43742,Very Good,VS2,1438,G
43744,Very Good,SI1,1438,E
43745,Very Good,SI1,1438,E
43746,Premium,VS2,1438,G
43747,Very Good,SI1,1438,E
43748,Premium,VS2,1438,G
43750,Very Good,VS2,1438,G
43754,Premium,VS2,1438,I
43768,Premium,VS2,1439,H
43769,Very Good,VS2,1439,H
43770,Premium,SI1,1439,G
43771,Premium,VS2,1439,H
43772,Very Good,SI1,1440,F
43773,Very Good,SI1,1440,E
43774,Very Good,SI1,1440,E
43787,Premium,SI1,1441,G
43789,Premium,SI1,1441,G
43790,Very Good,SI1,1441,F
43792,Very Good,SI1,1442,F
43793,Very Good,SI1,1442,D
43805,Very Good,VS2,1443,G
43808,Premium,VS2,1443,G
43810,Premium,VS2,1443,G
43815,Premium,SI1,1443,E
43816,Premium,SI1,1443,E
43820,Premium,SI1,1443,E
43822,Very Good,SI1,1443,E
43824,Very Good,SI1,1443,E
43825,Premium,SI1,1443,E
43826,Premium,SI1,1443,E
43827,Very Good,VS2,1443,G
43830,Premium,SI1,1444,D
43831,Very Good,VS2,1445,I
43832,Very Good,VS2,1445,I
43834,Premium,VS2,1445,G
43835,Very Good,VS2,1446,G
43836,Very Good,VS2,1446,G
43837,Very Good,VS2,1446,E
43838,Very Good,SI1,1446,H
43839,Very Good,SI1,1446,D
43847,Premium,VS2,1447,G
43854,Premium,VS2,1448,G
43859,Very Good,VS2,1449,G
43869,Very Good,SI1,1449,F
43870,Very Good,VS2,1450,G
43873,Very Good,VS2,1450,G
43876,Premium,VS2,1451,F
43877,Very Good,VS2,1451,E
43879,Very Good,SI1,1452,D
43880,Very Good,SI1,1452,F
43882,Very Good,SI1,1453,E
43887,Very Good,SI1,1454,D
43897,Premium,VS2,509,G
43919,Premium,VS2,513,E
43921,Premium,SI1,513,J
43936,Premium,SI1,515,D
43937,Very Good,SI1,515,D
43950,Premium,SI1,516,F
43951,Very Good,SI1,516,F
43953,Very Good,SI1,516,F
43954,Very Good,SI1,516,F
43958,Premium,SI1,516,F
43969,Very Good,VS2,518,F
43977,Premium,SI1,518,F
43979,Very Good,SI1,518,H
43982,Very Good,VS2,393,J
43983,Very Good,VS2,394,H
43998,Premium,SI1,394,I
44006,Very Good,SI1,394,I
44010,Premium,VS2,1546,G
44012,Premium,VS2,1546,G
44013,Premium,VS2,1546,G
44014,Premium,VS2,1546,G
44016,Premium,VS2,1546,G
44017,Premium,VS2,1546,G
44019,Premium,SI1,1546,E
44021,Premium,SI1,1546,E
44026,Premium,SI1,1546,E
44029,Premium,SI1,1546,E
44030,Premium,VS2,1546,G
44031,Very Good,VS2,1547,E
44037,Premium,SI1,1547,F
44041,Very Good,VS2,1548,H
44043,Very Good,SI1,1548,G
44047,Very Good,VS2,1549,E
44048,Very Good,VS2,1549,E
44054,Very Good,VS2,1550,F
44055,Very Good,VS2,1550,F
44059,Premium,SI1,1550,E
44060,Very Good,SI1,1551,E
44064,Premium,SI1,1551,D
44066,Very Good,VS2,1551,F
44067,Very Good,VS2,1551,G
44072,Premium,SI1,1551,E
44073,Very Good,VS2,1552,H
44074,Premium,VS2,1552,E
44075,Premium,SI1,1552,G
44077,Very Good,VS2,1552,F
44078,Very Good,VS2,1553,D
44080,Very Good,VS2,1554,E
44082,Very Good,SI1,1554,F
44083,Very Good,SI1,1554,F
44084,Very Good,SI1,1554,G
44093,Very Good,SI1,1555,G
44094,Very Good,VS2,1555,D
44097,Premium,VS2,1555,E
44098,Premium,SI1,1555,F
44099,Very Good,VS2,1556,G
44101,Premium,VS2,1556,G
44105,Premium,VS2,1556,G
44106,Very Good,VS2,1557,H
44116,Very Good,SI1,1559,E
44117,Very Good,SI1,1559,E
44118,Very Good,VS2,1559,E
44119,Premium,VS2,1559,E
44120,Very Good,VS2,1559,E
44122,Very Good,VS2,1559,E
44123,Premium,VS2,1559,E
44125,Premium,VS2,1559,E
44127,Premium,VS2,1559,E
44134,Very Good,VS2,1561,E
44138,Premium,SI1,1561,F
44144,Very Good,SI1,1562,D
44145,Premium,SI1,1562,E
44146,Very Good,VS2,1563,G
44159,Very Good,VS2,1565,G
44160,Very Good,SI1,1565,G
44161,Very Good,SI1,1565,G
44162,Very Good,VS2,1565,D
44172,Premium,SI1,1566,D
44174,Very Good,VS2,1566,E
44178,Premium,VS2,1567,E
44179,Premium,VS2,1567,E
44181,Very Good,VS2,1568,E
44184,Very Good,VS2,1569,D
44186,Premium,SI1,1569,D
44188,Very Good,SI1,1569,D
44189,Very Good,SI1,1569,D
44191,Premium,SI1,1569,D
44192,Very Good,SI1,1569,D
44193,Premium,VS2,1569,F
44194,Premium,SI1,1569,D
44195,Very Good,VS2,1569,F
44199,Premium,SI1,1569,D
44200,Very Good,SI1,1569,D
44201,Very Good,VS2,1569,F
44204,Very Good,VS2,1569,F
44212,Very Good,VS2,1571,E
44217,Premium,SI1,1571,F
44218,Premium,SI1,1571,F
44220,Premium,SI1,1571,F
44221,Premium,SI1,1571,F
44224,Premium,VS2,1571,G
44227,Very Good,VS2,1572,I
44229,Premium,VS2,1572,H
44234,Premium,SI1,1572,G
44240,Premium,SI1,1574,D
44241,Premium,VS2,1574,F
44242,Very Good,VS2,1574,F
44243,Very Good,VS2,1574,F
44244,Very Good,VS2,1574,F
44245,Premium,VS2,1574,F
44246,Very Good,VS2,1574,F
44247,Premium,VS2,1574,F
44251,Premium,SI1,1574,D
44252,Very Good,SI1,1574,D
44254,Premium,SI1,1574,D
44255,Very Good,SI1,1574,D
44256,Premium,VS2,1574,F
44259,Premium,SI1,1574,D
44263,Very Good,SI1,1576,D
44268,Premium,VS2,1576,E
44270,Very Good,VS2,1576,H
44274,Premium,VS2,1576,E
44278,Very Good,VS2,1577,E
44286,Very Good,VS2,1577,G
44290,Premium,VS2,1577,G
44291,Premium,VS2,1577,G
44292,Premium,VS2,1577,G
44293,Premium,VS2,1577,G
44294,Premium,VS2,1577,G
44297,Premium,SI1,1577,E
44298,Premium,SI1,1577,E
44299,Premium,SI1,1577,E
44301,Very Good,VS2,1578,F
44302,Very Good,SI1,1578,D
44303,Very Good,SI1,1578,D
44305,Premium,VS2,1579,E
44309,Premium,SI1,1579,J
44311,Premium,SI1,520,D
44313,Very Good,VS2,521,H
44314,Very Good,SI1,521,G
44315,Very Good,SI1,521,G
44318,Premium,VS2,521,I
44319,Very Good,VS2,521,H
44320,Premium,VS2,521,H
44325,Premium,VS2,521,H
44326,Very Good,VS2,521,H
44334,Premium,VS2,521,H
44335,Premium,VS2,521,H
44336,Very Good,VS2,521,H
44337,Very Good,VS2,521,H
44340,Premium,SI1,1579,J
